10000
0.000000,-3.000000,0.000000
0.005031,-2.994969,0.000000
0.010061,-2.989939,0.000000
0.015092,-2.984909,0.000000
0.020122,-2.979879,0.000000
0.025153,-2.974850,0.000000
0.030183,-2.969821,0.000000
0.035214,-2.964793,0.000000
0.040245,-2.959766,0.000000
0.045275,-2.954740,0.000000
0.050306,-2.949715,0.000000
0.055336,-2.944692,0.000000
0.060367,-2.939670,0.000000
0.065397,-2.934649,0.000000
0.070428,-2.929630,0.000000
0.075459,-2.924613,0.000000
0.080489,-2.919598,0.000000
0.085520,-2.914584,0.000000
0.090550,-2.909573,0.000000
0.095581,-2.904565,0.000000
0.100611,-2.899558,0.000000
0.105642,-2.894554,0.000000
0.110673,-2.889553,0.000000
0.115703,-2.884555,0.000000
0.120734,-2.879559,0.000000
0.125764,-2.874567,0.000000
0.130795,-2.869578,0.000000
0.135825,-2.864592,0.000000
0.140856,-2.859609,0.000000
0.145887,-2.854630,0.000000
0.150917,-2.849655,0.000000
0.155948,-2.844684,0.000000
0.160978,-2.839716,0.000000
0.166009,-2.834753,0.000000
0.171039,-2.829793,0.000000
0.176070,-2.824838,0.000000
0.181101,-2.819888,0.000000
0.186131,-2.814942,0.000000
0.191162,-2.810000,0.000000
0.196192,-2.805064,0.000000
0.201223,-2.800132,0.000000
0.206253,-2.795206,0.000000
0.211284,-2.790284,0.000000
0.216315,-2.785368,0.000000
0.221345,-2.780458,0.000000
0.226376,-2.775553,0.000000
0.231406,-2.770653,0.000000
0.236437,-2.765760,0.000000
0.241467,-2.760872,0.000000
0.246498,-2.755991,0.000000
0.251529,-2.751115,0.000000
0.256559,-2.746246,0.000000
0.261590,-2.741383,0.000000
0.266620,-2.736527,0.000000
0.271651,-2.731678,0.000000
0.276681,-2.726835,0.000000
0.281712,-2.721999,0.000000
0.286743,-2.717171,0.000000
0.291773,-2.712349,0.000000
0.296804,-2.707535,0.000000
0.301834,-2.702728,0.000000
0.306865,-2.697928,0.000000
0.311896,-2.693137,0.000000
0.316926,-2.688353,0.000000
0.321957,-2.683577,0.000000
0.326987,-2.678809,0.000000
0.332018,-2.674049,0.000000
0.337048,-2.669297,0.000000
0.342079,-2.664554,0.000000
0.347110,-2.659819,0.000000
0.352140,-2.655093,0.000000
0.357171,-2.650375,0.000000
0.362201,-2.645666,0.000000
0.367232,-2.640967,0.000000
0.372262,-2.636276,0.000000
0.377293,-2.631595,0.000000
0.382324,-2.626923,0.000000
0.387354,-2.622260,0.000000
0.392385,-2.617607,0.000000
0.397415,-2.612964,0.000000
0.402446,-2.608330,0.000000
0.407476,-2.603706,0.000000
0.412507,-2.599093,0.000000
0.417538,-2.594489,0.000000
0.422568,-2.589896,0.000000
0.427599,-2.585313,0.000000
0.432629,-2.580741,0.000000
0.437660,-2.576179,0.000000
0.442690,-2.571628,0.000000
0.447721,-2.567088,0.000000
0.452752,-2.562558,0.000000
0.457782,-2.558040,0.000000
0.462813,-2.553533,0.000000
0.467843,-2.549038,0.000000
0.472874,-2.544553,0.000000
0.477904,-2.540081,0.000000
0.482935,-2.535620,0.000000
0.487966,-2.531170,0.000000
0.492996,-2.526733,0.000000
0.498027,-2.522307,0.000000
0.503057,-2.517894,0.000000
0.508088,-2.513492,0.000000
0.513118,-2.509104,0.000000
0.518149,-2.504727,0.000000
0.523180,-2.500363,0.000000
0.528210,-2.496012,0.000000
0.533241,-2.491673,0.000000
0.538271,-2.487348,0.000000
0.543302,-2.483035,0.000000
0.548332,-2.478735,0.000000
0.553363,-2.474449,0.000000
0.558394,-2.470176,0.000000
0.563424,-2.465916,0.000000
0.568455,-2.461670,0.000000
0.573485,-2.457437,0.000000
